id,cell_type,chdir_norm,ctrl_ids,curator,geo_id,hs_gene_symbol,mm_gene_symbol,organism,pert_ids,pert_type,platform,version
gene:465,MDA-MB-231,"{u'vals': [0.0478746513307, -0.0450429883064, -0.0441595151091, 0.0437482741392, 0.0436823059964, -0.0432927055475, -0.042593499327, -0.0425150218843, 0.0413987771934, 0.0413713658014, 0.0412308850566, 0.0410949741653, 0.04026520675, 0.0401951293719, -0.0401194535147, -0.0394440546136, 0.039231631067, -0.0391806532376, -0.0390615205876, 0.0388439305231, 0.0387963016504, 0.0387331216097, -0.0383781086966, 0.038369580092, 0.0381927211998, -0.0380673095234, 0.0379148042449, 0.0378904502533, 0.0376754234991, -0.0374654535091, 0.0368530755065, 0.0364140745279, 0.0362725671699, 0.0361648621013, -0.036143997377, 0.0358736499362, -0.0356950533365, -0.0355768165425, -0.0355131177391, 0.035205414531, -0.0352035371718, 0.035058297058, 0.0347680634749, 0.0346111634277, 0.0341514219632, -0.0341040141643, -0.0337895420106, -0.0337852918054, 0.0337655798551, -0.0335933212865, -0.0334728843337, 0.0334566055171, -0.0329194183406, 0.0328547944229, 0.0326726357546, -0.0325602537743, -0.0325547810276, -0.0324949878352, -0.032440663809, -0.032162878942, 0.032130090614, 0.0320373510287, -0.031967727876, -0.0319305985695, 0.0319219253557, -0.0318140598832, -0.0318101407489, -0.0316576275682, 0.0315421765308, 0.0313836526723, -0.0313191981806, -0.0312658872991, -0.0312474866559, -0.0312031860487, -0.0309700633107, 0.0309381348557, 0.0309173333644, 0.0308516911345, -0.0308442252452, -0.0307986732588, -0.0307799846434, -0.0307554246392, 0.0307125985284, 0.0304068501601, -0.0303562005846, -0.0302612787299, 0.030159591391, 0.0299733351756, 0.0299464553547, 0.029906747386, -0.0298709256575, 0.0297058992303, 0.0296951773171, 0.0296056723972, -0.0293766586557, -0.0291302382635, 0.0291161502552, 0.0291002325751, -0.0290664326872, 0.0289849936013, ...], u'genes': [u'SUV39H2', u'AKAP4', u'SH3GL2', u'RNF32', u'REV3L', u'KIF26B', u'CUX2', u'GIPC2', u'EPCAM', u'EHHADH', u'KIF23', u'STMN3', u'LRP2', u'SLC2A6', u'GNGT1', u'PRSS50', u'S100A5', u'SCN1A', u'RGPD6///RGPD5', u'REXO4', u'ZNF222', u'RPL23AP7', u'USP18', u'APOLD1', u'NVL', u'DGKB', u'ANKH', u'SAMSN1', u'SLC12A1', u'TTC21B', u'ZNF345', u'SIL1', u'MYLK3', u'TRIM49', u'DLX5', u'FANCF', u'KCNH1', u'DLG2', u'AGBL3', u'CHRNB4', u'GYPE', u'KLRC2///KLRC1', u'C8orf44///SGK3', u'SLC38A4', u'NDC80', u'WIF1', u'FGR', u'STYK1', u'COLQ', u'LUM', u'CBX2', u'ZNF350', u'RHOH', u'MFSD6', u'ANKZF1', u'MST1L///MST1P2///MST1', u'KBTBD11', u'LINS', u'CD79B', u'ZNF750', u'NRGN', u'PIN1P1', u'PALMD', u'HOXA7', u'S100A3', u'ECE2', u'KCNV1', u'HOXC8', u'LRP1B', u'PLEKHF1', u'AGMAT', u'PLA2G7', u'OR12D3', u'LOC650293///OR7E87P', u'CTAGE11P', u'DAGLA', u'SEMA4D', u'GDAP1', u'FOXJ1', u'LAMA1', u'CLEC7A', u'LOC100294145', u'TAC1', u'ITGA1', u'RAB40AL', u'LOC100131532', u'LIFR', u'MON1B', u'VIPR1', u'PMP2', u'PKD2L2', u'HAS2', u'OR7E47P', u'TYK2', u'TRPM1', u'OR2H2', u'TSSC4', u'GPATCH1', u'PLEKHS1', u'BAG4', ...]}",GSM98055|GSM98056|GSM98057,zero323,GSE4292,PTHLH,Pthlh,human,GSM98058|GSM98059|GSM98060,siRNA,GPL96,1.0
gene:464,AGS - gastric adenocarcinoma cells - (65 shRNA Knock-Down),,GSM646075|GSM646076,cadimo,GSE26309,NET1,Net1,human,GSM646073|GSM646074,KD,GPL571,1.0
gene:463,AGS - gastric adenocarcinoma cells - (63 shRNA Knock-Down),,GSM646075|GSM646076,cadimo,GSE26309,NET1,Net1,human,GSM646071|GSM646072,KD,GPL571,1.0
gene:462,HAECT - aortic endothelial cell line - 24 Hours,,GSM329080|GSM329084|GSM329088,cadimo,GSE13139,OLR1,Olr1,human,GSM329096|GSM329102|GSM329104,OE,GPL570,1.0
gene:461,HAECT - aortic endothelial cell line - 12 Hours,,GSM329087|GSM329091|GSM329093,cadimo,GSE13139,OLR1,Olr1,human,GSM329071|GSM329078|GSM329081,OE,GPL570,1.0
gene:460,HAECT - aortic endothelial cell line - 6 Hours,,GSM329083|GSM329101|GSM329106,cadimo,GSE13139,OLR1,Olr1,human,GSM329066|GSM329086|GSM329099,OE,GPL570,1.0
gene:2170,mouse_embryonic_stem_cell,,GSM472235|GSM472236|GSM472237,Kevin,GSE19076,RNF2,Rnf2,mouse,GSM472238|GSM472239|GSM472240,VR,GPL1261,1.0
gene:2172,U2OS_osteosarcoma,,GSM568505|GSM568506|GSM568507,Kevin,GSE23035,RNF2,Rnf2,human,GSM568508|GSM568509|GSM568510,KD,GPL570,1.0
gene:2173,92dot1,,GSM612250|GSM612251|GSM612252,Kevin,GSE24896,RNF2,Rnf2,human,GSM612253|GSM612254|GSM612255,KD,GPL10558,1.0
gene:469,Cerebellum - 6 month,,GSM487046|GSM487047|GSM487048,cadimo,GSE19534,SNCA,Snca,mouse,GSM487049|GSM487050|GSM487051,KO,GPL1261,1.0
gene:468,MCF10A,,GSM406561|GSM406563|GSM406565,zero323,GSE16200,SYK,Syk,human,GSM406567|GSM406569|GSM406571,KD,GPL571,1.0
gene:3118,MCF7,,GSM873553|GSM873556|GSM873560,joagap,GSE35696,SIN3A,Sin3a,human,GSM873554|GSM873555|GSM873557|GSM873558|GSM873559|GSM873561|GSM873562|GSM873563,KD,GPL570,1.0
gene:2369,eyes at E16.5,,GSM489368|GSM489369,nbongio,GSE19626,VAX2,Vax2,mouse,GSM489370|GSM489371,KO,GPL8321,1.0
gene:261,Forebrain tissue - 12 weeks of age,,GSM53359|GSM53360,cadimo,GSE2867,ATXN1,Atxn1,mouse,GSM53357|GSM53358,Knock-in,GPL339,1.0
gene:260,Forebrain tissue - 4 weeks of age,,GSM53350|GSM53351|GSM53352,cadimo,GSE2867,ATXN1,Atxn1,mouse,GSM53347|GSM53348|GSM53349,Knock-in,GPL339,1.0
gene:263,Photoreceptors cells of retinas at P2,,GSM92641|GSM92642|GSM92643|GSM92644,cadimo,GSE4051,NRL,Nrl,mouse,GSM92621|GSM92622|GSM92623|GSM92624,Deficiency,GPL1261,1.0
gene:262,Photoreceptors cells of retinas at E16,,GSM92633|GSM92634|GSM92635|GSM92636,cadimo,GSE4051,NRL,Nrl,mouse,GSM92614|GSM92615|GSM92616,Deficiency,GPL1261,1.0
gene:265,Photoreceptors cells of retinas at P10,,GSM92637|GSM92638|GSM92639|GSM92640,cadimo,GSE4051,NRL,Nrl,mouse,GSM92617|GSM92618|GSM92619|GSM92620,Deficiency,GPL1261,1.0
gene:264,Photoreceptors cells of retinas at P6,,GSM92645|GSM92646|GSM92647|GSM92648,cadimo,GSE4051,NRL,Nrl,mouse,GSM92625|GSM92626|GSM92627|GSM92628,Deficiency,GPL1261,1.0
gene:267,Liver from male 3 month old,,GSM24728|GSM24729,cadimo,GSE1468,POR,Por,mouse,GSM24730|GSM24747,DELETION,GPL81,1.0
gene:266,Photoreceptors cells of retinas at 4 weeks,,GSM92629|GSM92630|GSM92631|GSM92632,cadimo,GSE4051,NRL,Nrl,mouse,GSM92610|GSM92611|GSM92612|GSM92613,Deficiency,GPL1261,1.0
gene:268,Prefrontal cortex,,GSM14620|GSM14621,cadimo,GSE937,ACHE,Ache,mouse,GSM14622|GSM14623,OE,GPL81,1.0
gene:519,Testis -  14 Days,,GSM682308|GSM682309,cadimo,GSE27568,UBB,,mouse,GSM682306|GSM682307,KO,GPL1261,1.0
gene:518,Testis - 7 Days,,GSM682304|GSM682305,cadimo,GSE27568,UBB,,mouse,GSM682302|GSM682303,KO,GPL1261,1.0
gene:2358,"glioma cell line U373, MAML1 dominant-negative",,GSM565848|GSM565850|GSM565851,gszeto,GSE22772,MAML1,Maml1,human,GSM565857|GSM565858|GSM565860,MAML1 dominant-negative,GPL6244,1.0
gene:2359,testis,,GSM865491|GSM865495,nbongio,GSE35303,H3F3B,H3f3b,mouse,GSM865492|GSM865494,KO,GPL6887,1.0
gene:2354,"cell line: Flp-In&acirc;â€ž&cent; T-REx&acirc;â€ž&cent; HEK293 cells transgene: NPAP1/C15orf2, doxycycline induced",,GSM897030|GSM897031|GSM897032,gszeto,GSE36575,NPAP1,,human,GSM897027|GSM897028|GSM897029,OE,GPL6244,1.0
gene:2355,A375 melanoma cell-line,,GSM656286|GSM656287|GSM656288|GSM656289,gszeto,GSE26656,WNT1,Wnt1,human,GSM656290|GSM656291|GSM656292,OE,GPL570,1.0
gene:2356,M24met melanoma cell-line,,GSM656300|GSM656301|GSM656302|GSM656303|GSM656304,gszeto,GSE26656,WNT1,Wnt1,human,GSM656305|GSM656306|GSM656307|GSM656308|GSM656309,OE,GPL570,1.0
gene:510,jejunum,,GSM281926|GSM281927|GSM281928,dsurujon,GSE11194,GATA4,Gata4,mouse,GSM281929|GSM281930|GSM281931,KO,GPL1261,1.0
gene:517,HeLa,,GSM373614|GSM373615|GSM373616,dsurujon,GSE14964,YY2,Yy2,human,GSM373620|GSM373621|GSM373622|GSM373623,KD,GPL570,1.0
gene:516,Cerebellum,,GSM709686|GSM709687|GSM709688,cadimo,GSE28643,APOD,Apod,mouse,GSM709692|GSM709693|GSM709694,OE,GPL8321,1.0
gene:515,HeLa,,GSM373614|GSM373615|GSM373616,dsurujon,GSE14964,YY1,Yy1,human,GSM373617|GSM373618|GSM373619,KD,GPL570,1.0
gene:514,Cerebellum,,GSM709686|GSM709687|GSM709688,cadimo,GSE28643,APOD,Apod,mouse,GSM709689|GSM709690|GSM709691,KO,GPL8321,1.0
gene:1913,HEK293,,GSM747292|GSM747293|GSM747294,Andrew,GSE30185,SNRK,Snrk,human,GSM747295|GSM747296|GSM747297,overexpression,GPL6102,1.0
gene:1912,MEFs,,GSM698659|GSM698660|GSM698661,Andrew,GSE28228,KSR1,Ksr1,mouse,GSM697639|GSM698654|GSM698655,knockout,GPL81,1.0
gene:1911,HVS transformed CD4+ T cells,,GSM698337|GSM698338|GSM698339,Andrew,GSE28200,ITK,Itk,human,GSM698340|GSM698341|GSM698342,defectivemutant,GPL6244,1.0
gene:1910,liver,,GSM684879|GSM684880|GSM684881|GSM684882,Andrew,GSE27640,EGFR,Egfr,mouse,GSM684883|GSM684884|GSM684885|GSM684886,druginhibition,GPL6885,1.0
gene:2748,epithelium,,GSM196062|GSM196063|GSM196064,HollyWoodland,GSE7957,MMP10,Mmp10,mouse,GSM196079|GSM196080|GSM196081,KO,GPL1261,1.0
gene:2813,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,WHSC1,Whsc1,human,GSM1224100|GSM1224122|GSM1224167,KD,GPL10558,1.0
gene:2764,OCI-Ly10,,GSM1244389|GSM1244391|GSM1244393,Apozar,GSE51382,FOXP1,,human,GSM1244384|GSM1244386|GSM1244388,KD,GPL570,1.0
gene:3108,MEFs (Mouse embryonic fibroblasts),,GSM1060471|GSM1060472,maroulisv,GSE43318,GADD45A,Gadd45a,mouse,GSM1060473|GSM1060474,KO,GPL6887,1.0
gene:2592,MEFs (Mouse embryonic fibroblasts),,GSM1519439|GSM1519440,maroulisv,GSE62081,PDPN,Pdpn,mouse,GSM1519441|GSM1519442,KO,GPL6246,1.0
gene:2593,Tissue: Spleen Type: 6 hours after tracheal instillation of Pseudomonas aeruginosa Strain: C57BL/6,,GSM135714|GSM135715|GSM135716|GSM135723|GSM135724,gszeto,GSE5811,BCL2,Bcl2,mouse,GSM135708|GSM135709|GSM135710|GSM135719|GSM135720,OE,GPL339,1.0
gene:2590,Tissue: Spleen Type:6 hours after cecal ligation and puncture (CLP) Strain: C57BL/6,,GSM135730|GSM135737|GSM135738|GSM135739|GSM135740|GSM135741,gszeto,GSE5811,BCL2,Bcl2,mouse,GSM135725|GSM135726|GSM135727|GSM135728|GSM135729,OE,GPL339,1.0
gene:2596,"murine kidney, cystic epithelial tissue",,GSM266130|GSM266131|GSM266132,gszeto,GSE10989,FLNB,Flnb,mouse,GSM266133|GSM266134|GSM266135,KO,GPL1261,1.0
gene:2468,PC-3,,GSM1110881|GSM1110882,maroulisv,GSE45627,MIR221,,human,GSM1110879|GSM1110880,OE,GPL570,1.0
gene:2594,skeletal muscle,,GSM857256|GSM857257|GSM857258,maroulisv,GSE34896,PSMC4,Psmc4,mouse,GSM857253|GSM857254|GSM857255,KO,GPL2897,1.0
gene:2469,lymphoblastoid cells,,GSM176601|GSM176602|GSM176604|GSM176605|GSM176607|GSM176608|GSM176609|GSM176610|GSM176612|GSM176613|GSM176614|GSM176615|GSM176617|GSM176618|GSM176619,HollyWoodland,GSE7329,FMR1,Fmr1,human,GSM176570|GSM176575|GSM176579|GSM176583|GSM176586|GSM176589|GSM176592|GSM176594,KO,GPL1708,1.0
gene:1867,astrocytes,,GSM75272|GSM75273|GSM75274,Andrew,GSE5282,EGFR,Egfr,rat,GSM75275|GSM75276|GSM75277,drugactivation,GPL1355,1.0
gene:1866,astrocytes,,GSM75269|GSM75270|GSM75271,Andrew,GSE5282,EGFR,Egfr,rat,GSM75265|GSM75267|GSM75268,drugactivation,GPL1355,1.0
gene:1865,HEK293 exposed to neocarzinostatin,,GSM28633|GSM28634|GSM28635|GSM28636|GSM28637|GSM28638,Andrew,GSE1676,ATM,Atm,human,GSM28639|GSM28640|GSM28641|GSM28642|GSM28643|GSM28644,knockdown,GPL201,1.0
gene:1862,PC12,,GSM49962|GSM49963|GSM49964|GSM49965,Andrew,GSE2606,FGFR3,Fgfr3,rat,GSM49958|GSM49959|GSM49960|GSM49961,mutant,GPL85,1.0
gene:2756,WM-266-4,,GSM437519|GSM437520,Apozar,GSE17551,PIR,Pir,human,GSM437517|GSM437518,KD,GPL570,1.0
gene:2757,NZM15,,GSM409126|GSM409130,Apozar,GSE16249,PAX3,Pax3,human,GSM409129|GSM409133,KD,GPL570,1.0
gene:2758,224,,GSM312684|GSM312685|GSM312686,Apozar,GSE12445,NRAS,Nras,human,GSM312687|GSM312688|GSM312689|GSM312690|GSM312691|GSM312692,KD,GPL96,1.0
gene:2759,MDA-MB-231,,GSM302372|GSM302373,Apozar,GSE11951,MCAM,Mcam,human,GSM302375|GSM302377,KD,GPL570,1.0
gene:1869,Jurkat,,GSM89759|GSM89760|GSM89764,Andrew,GSE3922,ZAP70,Zap70,human,GSM89754|GSM89769|GSM89772,knockout,GPL3084,1.0
gene:1868,Jurkat,,GSM89759|GSM89760|GSM89764,Andrew,GSE3922,LCK,Lck,human,GSM89761|GSM89763|GSM89773,knockout,GPL3084,1.0
gene:885,U937,,GSM1103973|GSM1103975|GSM1103977|GSM1103979|GSM1103981|GSM1103983,mtahay,GSE45417,ZXDC,Zxdc,human,GSM1103974|GSM1103976|GSM1103978|GSM1103980|GSM1103982|GSM1103984,KD,GPL570,1.0
gene:881,medullary thymic epithelial cells,,GSM2444|GSM2445|GSM2446,dsurujon,GSE85,AIRE,Aire,mouse,GSM2447|GSM2448|GSM2449,KO,GPL81,1.0
gene:880,muscle,,GSM4372|GSM4373|GSM4374|GSM4375|GSM4376,dsurujon,GSE466,DMD,Dmd,mouse,GSM4377|GSM4378|GSM4379|GSM4380|GSM4381,KO,GPL81,1.0
gene:883,A375 melanoma cells,,GSM1052615|GSM1052616|GSM1052617,mauroccm,GSE42872,BRAF,Braf,human,GSM1052618|GSM1052619|GSM1052620,Drug inhibition,GPL6244,1.0
gene:1141,kidney,,GSM847664|GSM847665|GSM847666,OliFucMuc,GSE34351,TLR4,Tlr4,mouse,GSM847670|GSM847671|GSM847672,KO,GPL1261,1.0
gene:888,LY2 breast cancer cells,,GSM709770|GSM709773|GSM709774|GSM709776,udicuty,GSE28645,NCOA1,Ncoa1,human,GSM709765|GSM709771|GSM709772|GSM709775,KD,GPL570,1.0
gene:2916,Hippocampus,,GSM992490|GSM992491|GSM992492|GSM992493|GSM992494|GSM992495,lrallison,GSE40377,PDE10A,Pde10a,mouse,GSM992496|GSM992497|GSM992498|GSM992499|GSM992500|GSM992501,KO,GPL1261,1.0
gene:869,Quadriceps femoris,,GSM50481|GSM50483|GSM50484,cadimo,GSE2629,DYSF,Dysf,mouse,GSM50476|GSM50477|GSM50478,Deficiency,GPL81,1.0
gene:868,Skeletal muscles (SJL/J animals),,GSM46166|GSM46167|GSM46168|GSM46169|GSM46170,cadimo,GSE2507,DYSF,Dysf,mouse,GSM46161|GSM46162|GSM46163|GSM46164|GSM46165,Deficiency,GPL81,1.0
gene:863,Embryonic fibroblast - 4 Days,,GSM39258|GSM39259|GSM39260|GSM39261|GSM39262|GSM39263|GSM39264,cadimo,GSE2192,PPARG,Pparg,mouse,GSM39265|GSM39266|GSM39267|GSM39268|GSM39269|GSM39270|GSM39271,OE,GPL81,1.0
gene:862,Embryonic fibroblast - 2 Day,,GSM39246|GSM39247|GSM39248|GSM39249,cadimo,GSE2192,PPARG,Pparg,mouse,GSM39250|GSM39251|GSM39252|GSM39253,OE,GPL81,1.0
gene:861,Embryonic fibroblast - 0 Day,,GSM39234|GSM39235|GSM39236|GSM39237,cadimo,GSE2192,PPARG,Pparg,mouse,GSM39238|GSM39239|GSM39240|GSM39241,OE,GPL81,1.0
gene:860,Embryonic fibroblasts -  10 DAYS,,GSM39279|GSM39280|GSM39281,cadimo,GSE2192,EBF1,Ebf1,mouse,GSM39285|GSM39286,OE,GPL81,1.0
gene:867,Cardiac muscles (SJL/J animals),,GSM46151|GSM46152|GSM46153|GSM46154|GSM46155,cadimo,GSE2507,DYSF,Dysf,mouse,GSM46156|GSM46157|GSM46158|GSM46159|GSM46160,Deficiency,GPL81,1.0
gene:866,Macrophages,,GSM35899|GSM35900|GSM35901,cadimo,GSE2002,CSTF2T,Cstf2t,mouse,GSM35905|GSM35906|GSM35907,OE,GPL339,1.0
gene:865,Embryonic fibroblast - 10 Days,,GSM39279|GSM39280|GSM39281,cadimo,GSE2192,PPARG,Pparg,mouse,GSM39282|GSM39283|GSM39284,OE,GPL81,1.0
gene:2968,siRNA treated MCF-7 breast carcinoma cell line,,GSM388433|GSM388434|GSM388435,gszeto,GSE15481,TFAP2C,Tfap2c,human,GSM388427|GSM388428|GSM388429,KD,GPL570,1.0
gene:3050,brain,,GSM1036443|GSM1036444|GSM1036445|GSM1036446,solomoniyi,GSE42264,HSPA1A,,mouse,GSM1036439|GSM1036440|GSM1036441|GSM1036442,transgene (uninfected 5 days post infection),GPL1261,1.0
gene:2965,prostate cancer cell line,,GSM1194635|GSM1194636|GSM1194637|GSM1194641|GSM1194642,JoyofMaple,GSE49153,FOXA1,Foxa1,human,GSM1194634|GSM1194638|GSM1194639|GSM1194640|GSM1194644|GSM1194645,OE,GPL10558,1.0
gene:1462,"embryonic pancreas, day E14.5",,GSM177400|GSM177401,OliFucMuc,GSE7430,CTNNB1,,mouse,GSM177393|GSM177397|GSM177398|GSM177399,KO,GPL1261,1.0
gene:2964,siRNA treated MCF-7 breast carcinoma cell line,,GSM388433|GSM388434|GSM388435,gszeto,GSE15481,TFAP2C,Tfap2c,human,GSM388424|GSM388425|GSM388426,KD,GPL570,1.0
gene:1467,bone marrow derived mast cells (BMMCs),,GSM1089253|GSM1089254|GSM1089255,gszeto,GSE44715,AHR,Ahr,mouse,GSM1089247|GSM1089248|GSM1089249,low-affinity mutant,GPL6885,1.0
gene:1466,bone marrow derived mast cells (BMMCs),,GSM1089253|GSM1089254|GSM1089255,gszeto,GSE44715,AHR,Ahr,mouse,GSM1089250|GSM1089251|GSM1089252,KO,GPL6885,1.0
gene:24,HEK293E,,GSM463015|GSM463016|GSM463017|GSM463018,maayan,GSE18632,TARDBP,Tardbp,human,GSM463019|GSM463020|GSM463021|GSM463022,KD,GPL570,1.0
gene:1464,lung,,GSM1169177|GSM1169178,gszeto,GSE48130,AHR,Ahr,mouse,GSM1169175|GSM1169176,KO,GPL4134,1.0
gene:28,brain (striatum),,GSM237615|GSM237616|GSM237617,carlfulp,GSE9330,BCL11B,Bcl11b,mouse,GSM237619|GSM237620|GSM237621|GSM237622,KO,GPL1261,1.0
gene:29,ear (otic vesicle),,GSM556778|GSM556779|GSM556782|GSM556783,carlfulp,GSE22381,DLX5,Dlx5,mouse,GSM556780|GSM556781|GSM556784|GSM556785,KO,GPL1261,1.0
gene:2962,striatum,,GSM229435|GSM229436|GSM229437,lrallison,GSE19780,HTT,Htt,mouse,GSM229438|GSM229439|GSM229440,Knock-in,GPL1261,1.0
gene:1660,ES cells (EB differentiation) 3 days,,GSM85023|GSM85024,FabioAmaral,GSE3653,NEUROG3,Neurog3,mouse,GSM85011|GSM85012,OE,GPL1261,1.0
gene:1664,ES cells (EB differentiation) 10 days,,GSM85019|GSM85020,FabioAmaral,GSE3653,NEUROG3,Neurog3,mouse,GSM85017|GSM85018,OE,GPL1261,1.0
gene:1667,ES cells,,GSM1039942|GSM1039944|GSM1039946,FabioAmaral,GSE42430,HHLA1,Hhla1,human,GSM1039943|GSM1039945|GSM1039947,KD,GPL10558,1.0
gene:1666,ES cells,,GSM909549|GSM909550|GSM909551,FabioAmaral,GSE37060,PRMT1,Prmt1,mouse,GSM909561|GSM909562|GSM909563,KD,GPL6246,1.0
gene:1669,ES cells,,GSM679868|GSM679869,FabioAmaral,GSE27527,TRIP12,Trip12,mouse,GSM679870|GSM679871|GSM679872,KO,GPL1261,1.0
gene:1668,ES cells differentiated into neural progenitor cells,,GSM1300215|GSM1300216|GSM1300219|GSM1300220,FabioAmaral,GSE53760,SOX3,Sox3,mouse,GSM1300217|GSM1300218|GSM1300221|GSM1300222,KO,GPL6246,1.0
gene:2960,HCT116,,GSM144204|GSM144205|GSM144206,ames88cav,GSE6263,PTEN,Pten,human,GSM144202|GSM144203,Deletion,GPL96,1.0
gene:2911,liver (8 months),,GSM1538291|GSM1538292|GSM1538293|GSM1538294|GSM1538295,HollyWoodland,GSE63027,MAT1A,Mat1a,mouse,GSM1538286|GSM1538287|GSM1538288|GSM1538289|GSM1538290,KO,GPL1261,1.0
gene:1267,cerebellum paraquat exposed,,GSM709695|GSM709696|GSM709697,cms,GSE28643,APOD,Apod,mouse,GSM709701|GSM709702|GSM709703,OE,GPL8321,1.0
gene:1266,cerebellum with paraquat exposure,,GSM709695|GSM709696|GSM709697,cms,GSE28643,APOD,Apod,mouse,GSM709698|GSM709699|GSM709700,KO,GPL8321,1.0
gene:1261,Lung 5 month high smoke exposure plus 1 day recovery,,GSM457979|GSM457980|GSM457981|GSM457982,cms,GSE18344,NFE2L2,Nfe2l2,mouse,GSM457995|GSM457996|GSM457997|GSM457998,KO,GPL1261,1.0
gene:1260,lung 5 month medium smoke exposure 1 day recovery,,GSM457975|GSM457976|GSM457977|GSM457978,cms,GSE18344,NFE2L2,Nfe2l2,mouse,GSM457991|GSM457992|GSM457993|GSM457994,KO,GPL1261,1.0
gene:1263,lung,,GSM458011|GSM458012|GSM458013|GSM458014,cms,GSE18344,NFE2L2,Nfe2l2,mouse,GSM458003|GSM458004|GSM458005|GSM458006,KO,GPL1261,1.0
gene:1262,Lung 5 month sham (ambient air) exposure + 13 day recovery,,GSM458007|GSM458008|GSM458009|GSM458010,cms,GSE18344,NFE2L2,Nfe2l2,mouse,GSM457999|GSM458000|GSM458001|GSM458002,KO,GPL1261,1.0
gene:184,lung adenocarcinomas alveolar epithelia,,GSM277580|GSM277581|GSM277582|GSM277583,cadimo,GSE10954,MYC,Myc,mouse,GSM277576|GSM277577|GSM277578|GSM277579,OE,GPL1261,1.0
gene:187,spleen,,GSM162086|GSM162087|GSM162088|GSM162089,cadimo,GSE7020,BNIP3L,Gm10480,mouse,GSM162082|GSM162083|GSM162084|GSM162085,Deficiency,GPL1261,1.0
gene:180,E14.5 fetal liver,,GSM378250|GSM378251|GSM378252|GSM378253|GSM378254,cadimo,GSE15146,ZFP36L2,Zfp36l2,mouse,GSM378255|GSM378256|GSM378257|GSM378258|GSM378259,deficiency,GPL1261,1.0
gene:181,neuroblastoma N1E-115 cells,,GSM34977|GSM34978|GSM34979,cadimo,GSE1956,TCOF1,Tcof1,mouse,GSM34968|GSM34969|GSM34970,OE,GPL339,1.0
gene:182,neuroblastoma N1E-115 cells,,GSM34977|GSM34978|GSM34979,cadimo,GSE1956,TCOF1,Tcof1,mouse,GSM34980|GSM34981|GSM34982,KD,GPL339,1.0
gene:183,liver,,GSM227410|GSM227411|GSM227412,cadimo,GSE8969,NFE2L2,Nfe2l2,mouse,GSM227407|GSM227408|GSM227409,deficiency,GPL1261,1.0
gene:188,embryonic skin,,GSM177486|GSM177491|GSM177492,cadimo,GSE7381,,Atf7ip2,mouse,GSM177490|GSM177547|GSM177548,Deficiency,GPL1261,1.0
gene:189,Brown adipose tissue,,GSM104738|GSM105140|GSM105141,cadimo,GSE4656,GK,Gykl1,mouse,GSM104736|GSM104740|GSM105142|GSM105144,KO,GPL1261,1.0
gene:3028,H1299,,GSM1017446|GSM1017447,Apozar,GSE41443,RBP2,Rbp2,human,GSM1017442|GSM1017443|GSM1017444|GSM1017445,KD,GPL570,1.0
gene:1004,Embryonic stem cells,,GSM272915|GSM272917|GSM272919|GSM272921,shvetank,GSE10809,SOX7,Sox7,mouse,GSM272914|GSM272916|GSM272918|GSM272920,OE,GPL570,1.0
gene:1007,DAOY M2.1 cells,,GSM550686|GSM550687|GSM550688,cadimo,GSE22139,MYC,Myc,human,GSM550701|GSM550702|GSM550703,Silencing,GPL570,1.0
gene:1001,Liver tissue,,GSM15491|GSM15492|GSM15493,Xavier,GSE988,GHR,Ghr,mouse,GSM15497|GSM15498|GSM15499,KO,GPL81,1.0
gene:1000,Liver,,GSM284938|GSM284939|GSM284940,shvetank,GSE11287,KEAP1,Keap1,mouse,GSM284935|GSM284936|GSM284937,OE,GPL1261,1.0
gene:1003,Liver tissue,,GSM15491|GSM15492|GSM15493,Xavier,GSE988,GHR,Ghr,mouse,GSM15494|GSM15495|GSM15496,truncated at residue m291,GPL81,1.0
gene:1008,HAECT cells - 0 Hour,,GSM329056|GSM329069|GSM329077,cadimo,GSE13139,OLR1,Olr1,human,GSM329068|GSM329074|GSM329100,OE,GPL570,1.0
gene:672,HCT116 cells,,GSM187633|GSM187634,cadimo,GSE7754,MIR34A,,human,GSM187631|GSM187632,OE,GPL570,1.0
gene:673,Heart,,GSM173005|GSM173006|GSM173007,cadimo,GSE7196,ESRRA,,mouse,GSM173008|GSM173009|GSM173010,Deficiency,GPL1261,1.0
gene:671,Embryonic livers (day 12.5),,GSM156787|GSM156788|GSM156789,cadimo,GSE6787,RB1,Rb1,mouse,GSM156784|GSM156785|GSM156786,Deficiency,GPL81,1.0
gene:676,Skeletal muscle,,GSM171945|GSM171946|GSM171947|GSM171948,cadimo,GSE7137,KLF15,Klf15,mouse,GSM171949|GSM171950|GSM171951|GSM171952,Deficiency,GPL8321,1.0
gene:677,IMR-32 neuroblastoma cells,,GSM148453|GSM148454,cadimo,GSE6451,DPP3,Dpp3,human,GSM148455|GSM148456,OE,GPL570,1.0
gene:674,Jejuna - intestine,,GSM148140|GSM148141|GSM148142|GSM148143|GSM148144,cadimo,GSE6443,KLF9,Klf9,mouse,GSM148135|GSM148136|GSM148137|GSM148138|GSM148139,Deficiency,GPL339,1.0
