disease_set,disease,experiment
autosomal genetic disease,multiple sclerosis,dz:746
autosomal genetic disease,myotonic dystrophy type 1,dz:1049
autosomal genetic disease,myotonic dystrophy type 1,dz:1050
autosomal genetic disease,myotonic dystrophy type 1,dz:1051
autosomal genetic disease,myotonic dystrophy type 1,dz:1052
autosomal genetic disease,myotonic dystrophy type 1,dz:1053
autosomal genetic disease,myotonic dystrophy type 1,dz:1054
autosomal genetic disease,neurofibromatosis,dz:665
autosomal genetic disease,neurofibromatosis,dz:666
autosomal genetic disease,neurofibromatosis,dz:667
autosomal genetic disease,neurofibromatosis,dz:668
autosomal genetic disease,neurofibromatosis,dz:669
autosomal genetic disease,neurofibromatosis,dz:670
autosomal genetic disease,obesity,dz:154
autosomal genetic disease,obesity,dz:236
autosomal genetic disease,Parkinson's disease,dz:1080
autosomal genetic disease,Parkinson's disease,dz:496
autosomal genetic disease,Parkinson's disease,dz:741
autosomal genetic disease,Parkinson's disease,dz:788
autosomal genetic disease,Parkinson's disease,dz:940
autosomal genetic disease,Parkinson's disease,dz:941
autosomal genetic disease,polycystic ovary syndrome,dz:292
autosomal genetic disease,polycystic ovary syndrome,dz:308
autosomal genetic disease,polycystic ovary syndrome,dz:468
autosomal genetic disease,polycystic ovary syndrome,dz:558
autosomal genetic disease,polycystic ovary syndrome,dz:559
autosomal genetic disease,polycystic ovary syndrome,dz:560
autosomal genetic disease,polycystic ovary syndrome,dz:797
autosomal genetic disease,polycystic ovary syndrome,dz:806
autosomal genetic disease,polycystic ovary syndrome,dz:818
autosomal genetic disease,polycystic ovary syndrome,dz:825
autosomal genetic disease,polycystic ovary syndrome,dz:826
autosomal genetic disease,polycystic ovary syndrome,dz:880
autosomal genetic disease,progeria,dz:984
autosomal genetic disease,Psoriasis vulgaris,dz:35
autosomal genetic disease,Psoriasis vulgaris,dz:444
autosomal genetic disease,Psoriasis vulgaris,dz:93
autosomal genetic disease,pulmonary fibrosis,dz:631
autosomal genetic disease,relapsing-remitting multiple sclerosis,dz:879
autosomal genetic disease,severe combined immunodeficiency,dz:201
autosomal genetic disease,sickle cell anemia,dz:109
autosomal genetic disease,sickle cell anemia,dz:481
autosomal genetic disease,sickle cell anemia,dz:505
autosomal genetic disease,sickle cell anemia,dz:506
autosomal genetic disease,sickle cell anemia,dz:507
autosomal genetic disease,Treacher Collins syndrome,dz:480
autosomal genetic disease,Turner syndrome,dz:1059
autosomal genetic disease,type 1 diabetes mellitus,dz:346
autosomal genetic disease,type 1 diabetes mellitus,dz:363
autosomal genetic disease,type 2 diabetes mellitus,dz:203
autosomal genetic disease,type 2 diabetes mellitus,dz:299
autosomal genetic disease,type 2 diabetes mellitus,dz:45
autosomal genetic disease,type 2 diabetes mellitus,dz:581
autosomal genetic disease,type 2 diabetes mellitus,dz:882
autosomal genetic disease,type 2 diabetes mellitus,dz:893
autosomal genetic disease,type 2 diabetes mellitus,dz:895
autosomal recessive disease,arthropathy,dz:271
autosomal recessive disease,atherosclerosis,dz:508
autosomal recessive disease,atherosclerosis,dz:906
autosomal recessive disease,bronchopulmonary dysplasia,dz:918
autosomal recessive disease,bronchopulmonary dysplasia,dz:919
autosomal recessive disease,childhood type dermatomyositis,dz:771
autosomal recessive disease,childhood type dermatomyositis,dz:772
autosomal recessive disease,cleft lip,dz:618
autosomal recessive disease,cystic fibrosis,dz:1055
autosomal recessive disease,cystic fibrosis,dz:1056
autosomal recessive disease,cystic fibrosis,dz:1057
autosomal recessive disease,cystic fibrosis,dz:138
autosomal recessive disease,cystic fibrosis,dz:428
autosomal recessive disease,cystic fibrosis,dz:65
autosomal recessive disease,cystic fibrosis,dz:833
autosomal recessive disease,Down syndrome,dz:105
autosomal recessive disease,Down syndrome,dz:1062
autosomal recessive disease,Down syndrome,dz:1063
autosomal recessive disease,Down syndrome,dz:277
autosomal recessive disease,Down syndrome,dz:529
autosomal recessive disease,Emery-Dreifuss muscular dystrophy,dz:675
autosomal recessive disease,Emery-Dreifuss muscular dystrophy,dz:676
autosomal recessive disease,Emery-Dreifuss muscular dystrophy,dz:677
autosomal recessive disease,epidermolysis bullosa simplex,dz:711
autosomal recessive disease,Hereditary gingival fibromatosis,dz:177
autosomal recessive disease,idiopathic pulmonary fibrosis,dz:850
autosomal recessive disease,idiopathic pulmonary fibrosis,dz:851
autosomal recessive disease,idiopathic pulmonary fibrosis,dz:867
autosomal recessive disease,idiopathic pulmonary fibrosis,dz:868
autosomal recessive disease,idiopathic pulmonary fibrosis,dz:869
autosomal recessive disease,idiopathic pulmonary fibrosis,dz:871
autosomal recessive disease,idiopathic pulmonary fibrosis,dz:872
autosomal recessive disease,idiopathic pulmonary fibrosis,dz:873
autosomal recessive disease,intellectual disability,dz:1044
autosomal recessive disease,intellectual disability,dz:1047
autosomal recessive disease,myotonic dystrophy type 1,dz:1049
autosomal recessive disease,myotonic dystrophy type 1,dz:1050
autosomal recessive disease,myotonic dystrophy type 1,dz:1051
autosomal recessive disease,myotonic dystrophy type 1,dz:1052
autosomal recessive disease,myotonic dystrophy type 1,dz:1053
autosomal recessive disease,myotonic dystrophy type 1,dz:1054
autosomal recessive disease,polycystic ovary syndrome,dz:292
autosomal recessive disease,polycystic ovary syndrome,dz:308
autosomal recessive disease,polycystic ovary syndrome,dz:468
autosomal recessive disease,polycystic ovary syndrome,dz:558
autosomal recessive disease,polycystic ovary syndrome,dz:559
autosomal recessive disease,polycystic ovary syndrome,dz:560
autosomal recessive disease,polycystic ovary syndrome,dz:797
autosomal recessive disease,polycystic ovary syndrome,dz:806
autosomal recessive disease,polycystic ovary syndrome,dz:818
autosomal recessive disease,polycystic ovary syndrome,dz:825
autosomal recessive disease,polycystic ovary syndrome,dz:826
autosomal recessive disease,polycystic ovary syndrome,dz:880
autosomal recessive disease,progeria,dz:984
autosomal recessive disease,pulmonary fibrosis,dz:631
autosomal recessive disease,severe combined immunodeficiency,dz:201
autosomal recessive disease,sickle cell anemia,dz:109
autosomal recessive disease,sickle cell anemia,dz:481
autosomal recessive disease,sickle cell anemia,dz:505
autosomal recessive disease,sickle cell anemia,dz:506
autosomal recessive disease,sickle cell anemia,dz:507
autosomal recessive limb-girdle muscular dystrophy,Duchenne muscular dystrophy,dz:144
autosomal recessive limb-girdle muscular dystrophy,Duchenne muscular dystrophy,dz:298
autosomal recessive limb-girdle muscular dystrophy,Duchenne muscular dystrophy,dz:328
autosomal recessive limb-girdle muscular dystrophy,Duchenne muscular dystrophy,dz:674
autosomal recessive limb-girdle muscular dystrophy,Duchenne muscular dystrophy,dz:72
autosomal recessive limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1049
autosomal recessive limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1050
autosomal recessive limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1051
autosomal recessive limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1052
autosomal recessive limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1053
autosomal recessive limb-girdle muscular dystrophy,myotonic dystrophy type 1,dz:1054
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:292
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:308
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:468
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:558
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:559
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:560
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:797
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:806
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:818
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:825
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:826
autosomal recessive polycystic kidney disease,polycystic ovary syndrome,dz:880
B-cell lymphoma,diffuse large B-cell lymphoma,dz:684
B-cell lymphoma,diffuse large B-cell lymphoma,dz:686
B-cell lymphoma,diffuse large B-cell lymphoma,dz:687
B-cell lymphoma,diffuse large B-cell lymphoma,dz:688
B-cell lymphoma,monoclonal gammopathy of uncertain significance,dz:563
B-cell lymphoma,multiple myeloma,dz:561
B-cell lymphoma,multiple myeloma,dz:707
B-cell lymphoma,multiple myeloma,dz:787
B-cell lymphoma,multiple myeloma,dz:955
B-cell lymphoma,precursor B lymphoblastic lymphoma/leukemia,dz:803
B-cell lymphoma,smoldering myeloma,dz:562
B-cell lymphoma,Waldenstrom Macroglobulinemia,dz:784
B-cell lymphoma,Waldenstrom Macroglobulinemia,dz:785
bacterial infectious disease,acute myocarditis,dz:802
bacterial infectious disease,Anaplasmosis,dz:21
bacterial infectious disease,Down syndrome,dz:105
bacterial infectious disease,Down syndrome,dz:1062
bacterial infectious disease,Down syndrome,dz:1063
bacterial infectious disease,Down syndrome,dz:277
bacterial infectious disease,Down syndrome,dz:529
bacterial infectious disease,Human immunodeficiency virus infectious disease,dz:40
bacterial infectious disease,Human immunodeficiency virus infectious disease,dz:419
bacterial infectious disease,idiopathic pulmonary fibrosis,dz:850
bacterial infectious disease,idiopathic pulmonary fibrosis,dz:851
bacterial infectious disease,idiopathic pulmonary fibrosis,dz:867
bacterial infectious disease,idiopathic pulmonary fibrosis,dz:868
bacterial infectious disease,idiopathic pulmonary fibrosis,dz:869
bacterial infectious disease,idiopathic pulmonary fibrosis,dz:871
bacterial infectious disease,idiopathic pulmonary fibrosis,dz:872
bacterial infectious disease,idiopathic pulmonary fibrosis,dz:873
bacterial infectious disease,inclusion body myositis,dz:706
bacterial infectious disease,Meningococcal infection,dz:347
bacterial infectious disease,myelodysplastic syndrome,dz:747
bacterial infectious disease,myelodysplastic syndrome,dz:748
bacterial infectious disease,myelodysplastic syndrome,dz:749
bacterial infectious disease,myelodysplastic syndrome,dz:750
bacterial infectious disease,myelodysplastic syndrome,dz:812
bacterial infectious disease,pulmonary fibrosis,dz:631
bacterial infectious disease,pulmonary tuberculosis,dz:831
bacterial infectious disease,pulmonary tuberculosis,dz:832
bacterial infectious disease,Rett syndrome,dz:390
bacterial infectious disease,Rhinovirus infection,dz:324
bacterial infectious disease,Rift Valley fever,dz:875
bacterial infectious disease,Rift Valley fever,dz:876
bacterial infectious disease,Rotavirus infection of children,dz:43
bacterial infectious disease,Septic Shock,dz:307
bacterial infectious disease,Setleis syndrome,dz:285
bacterial infectious disease,Sjogren's syndrome,dz:888
bacterial infectious disease,Sjogren's syndrome,dz:890
bacterial infectious disease,Streptococcal tonsillitis,dz:263
bacterial infectious disease,swine influenza,dz:498
bacterial infectious disease,swine influenza,dz:514
bacterial infectious disease,Treacher Collins syndrome,dz:480
bacterial infectious disease,tuberculosis,dz:564
bacterial infectious disease,Turner syndrome,dz:1059
bacterial infectious disease,West Nile fever,dz:874
bacterial infectious disease,Williams-Beuren syndrome,dz:903
bacterial infectious disease,Wolfram syndrome,dz:457
bacterial infectious disease,Wolfram syndrome,dz:694
bacterial infectious disease,Wolfram syndrome,dz:695
bacterial meningitis,Meningococcal infection,dz:347
bacterial meningitis,Streptococcal tonsillitis,dz:263
Bartholin's gland cancer,salivary gland adenoid cystic carcinoma,dz:511
Bartholin's gland carcinoma,salivary gland adenoid cystic carcinoma,dz:511
Bartholin's gland disease,salivary gland adenoid cystic carcinoma,dz:511
benign neoplasm,adenoma,dz:294
benign neoplasm,Barrett's esophagus,dz:453
benign neoplasm,Barrett's esophagus,dz:596
benign neoplasm,Barrett's esophagus,dz:643
benign neoplasm,cervical cancer,dz:617
benign neoplasm,cervical cancer,dz:619
benign neoplasm,childhood type dermatomyositis,dz:771
benign neoplasm,childhood type dermatomyositis,dz:772
benign neoplasm,colon adenoma,dz:550
benign neoplasm,colorectal adenocarcinoma,dz:1070
benign neoplasm,colorectal adenocarcinoma,dz:595
benign neoplasm,cystic fibrosis,dz:1055
benign neoplasm,cystic fibrosis,dz:1056
benign neoplasm,cystic fibrosis,dz:1057
benign neoplasm,cystic fibrosis,dz:138
benign neoplasm,cystic fibrosis,dz:428
benign neoplasm,cystic fibrosis,dz:65
benign neoplasm,cystic fibrosis,dz:833
benign neoplasm,endometrial cancer,dz:838
benign neoplasm,endometrial cancer,dz:839
benign neoplasm,endometrial cancer,dz:840
benign neoplasm,endometrial cancer,dz:841
benign neoplasm,endometrial cancer,dz:842
benign neoplasm,endometrial cancer,dz:843
benign neoplasm,endometrial cancer,dz:844
benign neoplasm,endometrial cancer,dz:845
benign neoplasm,endometrial cancer,dz:846
benign neoplasm,endometrial cancer,dz:847
benign neoplasm,endometrial cancer,dz:848
benign neoplasm,endometrial cancer,dz:849
benign neoplasm,esophagus adenocarcinoma,dz:164
benign neoplasm,esophagus adenocarcinoma,dz:644
benign neoplasm,esophagus squamous cell carcinoma,dz:607
benign neoplasm,esophagus squamous cell carcinoma,dz:658
benign neoplasm,familial hypercholesterolemia,dz:907
benign neoplasm,familial hypercholesterolemia,dz:908
benign neoplasm,familial hypercholesterolemia,dz:909
benign neoplasm,familial hypercholesterolemia,dz:910
benign neoplasm,hepatocellular carcinoma,dz:407
benign neoplasm,hepatocellular carcinoma,dz:493
benign neoplasm,hepatocellular carcinoma,dz:554
benign neoplasm,hepatocellular carcinoma,dz:656
benign neoplasm,hepatocellular carcinoma,dz:735
benign neoplasm,liver cirrhosis,dz:1012
benign neoplasm,Lung Injury,dz:67
benign neoplasm,Lung transplant rejection,dz:66
benign neoplasm,ovarian serous carcinoma,dz:755
benign neoplasm,pancreatic intraductal papillary-mucinous adenoma,dz:608
benign neoplasm,pancreatic invasive intraductal papillary-mucinous carcinoma,dz:610
benign neoplasm,pancreatic non-invasive intraductal papillary-mucinous carcinoma,dz:609
benign neoplasm,prolactinoma,dz:636
benign neoplasm,prostate cancer,dz:48
benign neoplasm,prostate cancer,dz:485
benign neoplasm,prostate cancer,dz:603
benign neoplasm,prostate cancer,dz:866
benign neoplasm,prostate cancer,dz:990
benign neoplasm,prostate cancer,dz:991
benign neoplasm,uterine fibroid,dz:225
benign neoplasm,uterine fibroid,dz:399
benign neoplasm,Vulvar intraepithelial tumor,dz:967
benign perivascular tumor,familial hypercholesterolemia,dz:907
benign perivascular tumor,familial hypercholesterolemia,dz:908
benign perivascular tumor,familial hypercholesterolemia,dz:909
benign perivascular tumor,familial hypercholesterolemia,dz:910
benign vascular tumor,colon adenoma,dz:550
benign vascular tumor,cystic fibrosis,dz:1055
benign vascular tumor,cystic fibrosis,dz:1056
benign vascular tumor,cystic fibrosis,dz:1057
benign vascular tumor,cystic fibrosis,dz:138
benign vascular tumor,cystic fibrosis,dz:428
benign vascular tumor,cystic fibrosis,dz:65
benign vascular tumor,cystic fibrosis,dz:833
bile duct adenocarcinoma,serous cystadenocarcinoma,dz:58
bile duct cancer,colorectal adenocarcinoma,dz:1070
bile duct cancer,colorectal adenocarcinoma,dz:595
bile duct cancer,serous cystadenocarcinoma,dz:58
bile duct carcinoma,serous cystadenocarcinoma,dz:58
bile duct disease,colorectal adenocarcinoma,dz:1070
bile duct disease,colorectal adenocarcinoma,dz:595
