mgi_symbol,hgnc_symbol
Pate1,PATE1
Robo4,ROBO4
Poldip2,POLDIP2
Arhgap5,ARHGAP5
Ccdc189,CCDC189
Klhl18,KLHL18
Rragb,RRAGB
Aco1,ACO1
Scgb1c1,SCGB1C1
Tmem41b,TMEM41B
Gm10112,DPPA5
Ddx42,DDX42
Pate2,PATE2
Fto,FTO
Cep192,CEP192
Pbx2,PBX2
Epb41l3,EPB41L3
Psmd13,PSMD13
Ppp2r2d,PPP2R2D
Cnga2,CNGA2
Laptm4a,LAPTM4A
Sav1,SAV1
Cytl1,CYTL1
Galr3,GALR3
Ube2d1,UBE2D1
Cpt1a,CPT1A
Immt,IMMT
Erlec1,ERLEC1
Cuedc1,CUEDC1
Cplx3,CPLX3
Hist1h1c,HIST1H1C
Cdkl1,CDKL1
Fgfr1op2,FGFR1OP2
Myot,MYOT
Hadhb,HADHB
Cxcr4,CXCR4
Hist1h1t,HIST1H1T
Ogg1,OGG1
Phactr2,PHACTR2
Ankrd39,ANKRD39
Rpl10a,RPL10A
Ankrd42,ANKRD42
Evx2,EVX2
Ccdc182,CCDC182
Lrrc56,LRRC56
Gm5519,NUDT15
Nt5c3,NT5C3A
Ano3,ANO3
Dock10,DOCK10
Aqp3,AQP3
Arhgdig,ARHGDIG
Tshz3,TSHZ3
Rbm17,RBM17
Pnpla7,PNPLA7
Arhgef18,ARHGEF18
Tada3,TADA3
Map4k5,MAP4K5
Rnf146,RNF146
Prss16,PRSS16
Zfp536,ZNF536
Erich1,ERICH1
Rwdd1,RWDD1
Stk11,STK11
Pnlip,PNLIP
Pi15,PI15
L2hgdh,L2HGDH
Pex5,PEX5
Jakmip3,JAKMIP3
Sbsn,SBSN
Sphk2,SPHK2
Rps2,RPS2
Tmem14c,TMEM14C
Rsph4a,RSPH4A
Nptx2,NPTX2
Wdr43,WDR43
Spdye4a,SPDYE1
Pcf11,PCF11
Ctcf,CTCF
Siglece,SIGLEC8
Siglece,SIGLEC12
Hist1h2ab,HIST1H2AB
Mfap2,MFAP2
Myzap,MYZAP
Zfp473,ZNF473
Srgap3,SRGAP3
Lyrm2,LYRM2
Haspin,HASPIN
Nanos1,NANOS1
Siglech,SIGLEC6
Rpusd3,RPUSD3
Fam136a,FAM136A
Gm20716,DPM1
Cpsf7,CPSF7
Ipcef1,IPCEF1
Scgb3a2,SCGB3A2
Srrm3,SRRM3
Mrpl41,MRPL41
Rttn,RTTN
Prrg3,PRRG3
Adgrb3,ADGRB3
Ostf1,OSTF1
Bet1l,BET1L
Polr2m,POLR2M
Uggt1,UGGT1
Ranbp2,RANBP2
Loxl4,LOXL4
Nrep,NREP
A930017K11Rik,PRR35
Gm20517,MED20
Tead3,TEAD3
Tbc1d20,TBC1D20
Slc35g3,SLC35G4
Kcnf1,KCNF1
Heatr6,HEATR6
Klf3,KLF3
Phkg2,PHKG2
Mbd3l2,MBD3L5
Mbd3l2,MBD3L4
Mbd3l2,MBD3L2
Mbd3l2,MBD3L3
Samhd1,SAMHD1
Limd2,LIMD2
Cox8a,COX8A
Dusp3,DUSP3
Erbb4,ERBB4
1110051M20Rik,C11orf49
Usp9x,USP9X
Adam28,ADAM28
Prom1,PROM1
Hnmt,HNMT
Cd300lg,CD300LG
Rpia,RPIA
Sucla2,SUCLA2
Faxc,FAXC
Herc2,HERC2
Xk,XK
Kcnip2,KCNIP2
Ly6h,LY6H
Rgcc,RGCC
Atcay,ATCAY
Akap8l,AKAP8L
Ankrd61,ANKRD61
Dcaf13,DCAF13
Rundc3b,RUNDC3B
Pcsk5,PCSK5
Rpl22,RPL22
Tc2n,TC2N
Add2,ADD2
Mrps18b,MRPS18B
Ubap1l,UBAP1L
Dnajc3,DNAJC3
Ccdc88c,CCDC88C
Hepacam2,HEPACAM2
Itpr2,ITPR2
Notch3,NOTCH3
Asb11,ASB11
Rhob,RHOB
Zfp128,ZNF8
Nudt15,NUDT15
Slc1a1,SLC1A1
Garnl3,GARNL3
Wfdc8,WFDC8
Togaram2,TOGARAM2
Lmntd2,LMNTD2
Spdye4b,SPDYE1
Il6,IL6
Myo5b,MYO5B
Slc25a32,SLC25A32
Ppp6r1,PPP6R1
Clip3,CLIP3
Wfdc6b,WFDC6
Fam53a,FAM53A
Sdhaf2,SDHAF2
Tldc2,TLDC2
Strada,STRADA
Ogfod3,OGFOD3
Zdhhc13,ZDHHC13
Cox11,COX11
Pigw,PIGW
Fam89b,FAM89B
Kcnk5,KCNK5
Sypl,SYPL1
Acd,ACD
Tom1l1,TOM1L1
Adamtsl1,ADAMTSL1
Eif2ak3,EIF2AK3
Cdyl,CDYL
Bub1,BUB1
Pomt1,POMT1
Bean1,BEAN1
Pak1ip1,PAK1IP1
Adamdec1,ADAMDEC1
1110059G10Rik,KIAA1143
Pou5f1,POU5F1
Zfp738,ZNF99
Zfp738,ZNF91
Trim35,TRIM35
Asrgl1,ASRGL1
Mrpl50,MRPL50
Ankrd36,POTEB2
Polk,POLK
E2f8,E2F8
Tmem17,TMEM17
Krt26,KRT26
Rtf2,RTF2
Magea8,MAGEA4
Ccdc61,CCDC61
Odf3,ODF3
Cacng4,CACNG4
Homer3,HOMER3
Rpgrip1l,RPGRIP1L
Fkbp11,FKBP11
Itgae,ITGAE
Lzts2,LZTS2
Mknk2,MKNK2
Mcm10,MCM10
Mb21d1,CGAS
Hist1h2bc,HIST1H2BC
Rax,RAX
Nmrk2,NMRK2
Rcor2,RCOR2
Tnfrsf18,TNFRSF18
Mtcl1,MTCL1
Ciao1,CIAO1
Lcn10,LCN10
Fbrs,FBRS
Pdzd3,PDZD3
Slc15a1,SLC15A1
Tomm7,TOMM7
Robo3,ROBO3
H2-Oa,HLA-DOA
Mpp3,MPP3
Gm20509,KHDC3L
Gabre,GABRE
Osbpl2,OSBPL2
Cdkl5,CDKL5
Dsn1,DSN1
Gm42715,SRCAP
Ywhag,YWHAG
Pdcd6,PDCD6
Ugt3a2,UGT3A1
Uqcrc2,UQCRC2
Mcam,MCAM
Elmo3,ELMO3
Mob3a,MOB3A
Nubpl,NUBPL
Ccar1,CCAR1
Lnpk,LNPK
1700012B09Rik,C11orf97
Gnb3,GNB3
Otud5,OTUD5
Impa1,IMPA1
Atp5c1,ATP5F1C
Nlrp1b,NLRP1
Cyp4f37,CYP4F11
Gm42417,ANKRD23
1700080O16Rik,MAGEA4
Spink5,SPINK5
Cabs1,CABS1
Magea2,MAGEA4
Rnf219,RNF219
Abcb1b,ABCB1
Gm49368,ITGAM
Gabrp,GABRP
Hgsnat,HGSNAT
Krt25,KRT25
Il17ra,IL17RA
Nagpa,NAGPA
Spint3,SPINT3
Snrnp200,SNRNP200
Ttll10,TTLL10
Ccl4,CCL4L2
Mcm4,MCM4
Rab12,RAB12
Olr1,OLR1
Khdc1a,KHDC1
Khdc1a,KHDC1L
Pou3f2,POU3F2
Ndufaf5,NDUFAF5
Grin3b,GRIN3B
Usp54,USP54
Sept9,SEPT9
Helz2,HELZ2
Cops9,COPS9
Mypop,MYPOP
Gatad2a,GATAD2A
Hist1h1a,HIST1H1A
Eif3l,EIF3L
Cox7c,COX7C
Gm21119,POTEB2
Cmc4,CMC4
Hadha,HADHA
Gm49373,FDX2
Eppin,EPPIN
Eppin,EPPIN-WFDC6
Fance,FANCE
Rgs20,RGS20
Fancb,FANCB
Amelx,AMELX
Khdc1b,KHDC1
Khdc1b,KHDC1L
Dlgap2,DLGAP2
Nsmf,NSMF
Baat,BAAT
Hnrnpa0,HNRNPA0
Cilp,CILP
Stard7,STARD7
Fam209,FAM209A
Tspan7,TSPAN7
BC027072,C2orf71
Fancm,FANCM
Slc51b,SLC51B
Brcc3,BRCC3
Mmp16,MMP16
Tcea2,TCEA2
Asap1,ASAP1
Nsd3,NSD3
Prkca,PRKCA
Tnip2,TNIP2
Tfam,TFAM
Hap1,HAP1
Ceacam18,CEACAM18
Ppp3cb,PPP3CB
Hras,HRAS
Cbwd1,CBWD1
Rpl18,RPL18
Gm94,C5orf46
Speg,SPEG
Cyp4f16,CYP4F11
Pycr1,PYCR1
Zufsp,ZUP1
Sgsm1,SGSM1
Garem2,GAREM2
Chmp1b,CHMP1B
Sspn,SSPN
Tmem132e,TMEM132E
Ccdc47,CCDC47
Atp2b3,ATP2B3
Esco2,ESCO2
Mis18bp1,MIS18BP1
Irf2bp1,IRF2BP1
Adam7,ADAM7
Scnn1g,SCNN1G
Arhgap6,ARHGAP6
Cnnm3,CNNM3
Fam105a,OTULINL
Atg4a,ATG4A
Erap1,ERAP1
AU021092,C16orf89
Mppe1,MPPE1
Lcn6,LCN6
Txn1,TXN
Zglp1,ZGLP1
Ccdc90b,CCDC90B
Clhc1,CLHC1
Mospd2,MOSPD2
3830417A13Rik,MAGEA4
Nudt21,NUDT21
Prdm16,PRDM16
Atl1,ATL1
Dsp,DSP
Cnnm4,CNNM4
Thumpd3,THUMPD3
Habp2,HABP2
Kcne1,KCNE1B
Ywhaq,YWHAQ
Ogfod1,OGFOD1
Secisbp2l,SECISBP2L
Sh3gl2,SH3GL2
Hoxd10,HOXD10
Atxn7l1,ATXN7L1
Amotl1,AMOTL1
Tmem259,TMEM259
Rspo3,RSPO3
Cnksr3,IPCEF1
Amfr,AMFR
Pgap2,PGAP2
6030458C11Rik,C5orf22
Tmem130,TMEM130
Gcg,GCG
Arfgap2,ARFGAP2
Nol6,NOL6
Adgre5,ADGRE5
Notch4,NOTCH4
Tbc1d1,TBC1D1
Ly6l,LY6L
Rims2,RIMS2
Psmc6,PSMC6
Chac2,CHAC2
Gast,GAST
Itgam,ITGAM
Prodh2,PRODH2
Notum,NOTUM
Stk32b,STK32B
Gpr33,GPR33
Atp11c,ATP11C
Fam240b,FAM240B
Acaa2,ACAA2
Nxf2,NXF5
Lancl3,LANCL3
Nova2,NOVA2
Gtf2h1,GTF2H1
Nxf7,NXF5
Gys2,GYS2
Foxr2,FOXR2
Zfp366,ZNF366
Lca5l,LCA5L
Pard6b,PARD6B
Tax1bp1,TAX1BP1
Entpd6,ENTPD6
Nab1,NAB1
Asb13,ASB13
Ddx43,DDX43
Pdcd7,PDCD7
Ric8a,RIC8A
Med20,MED20
Fli1,FLI1
Rpgr,RPGR
Eps8,EPS8
Itgax,ITGAX
Isl1,ISL1
Gm28044,ZNF720
Nanos2,NANOS2
B3gnt2,B3GNT2
R3hcc1l,R3HCC1L
Ucma,UCMA
Heatr5a,HEATR5A
Cpne7,CPNE7
Pqlc3,PQLC3
Rnd1,RND1
Kcnj8,KCNJ8
Soga1,SOGA1
Cacng5,CACNG5
Rab34,RAB34
Tmem127,TMEM127
Pom121l2,POM121L2
Hfe,HFE
Neurod1,NEUROD1
Sec14l5,SEC14L5
Gpatch11,GPATCH11
Zp3,ZP3
Lman1,LMAN1
Itga1,ITGA1
Foxi3,FOXI3
Scg5,SCG5
Tmem121b,TMEM121B
Hps5,HPS5
Mtmr3,MTMR3
Aimp2,AIMP2
Adnp,ADNP
Evx1,EVX1
Fbxl4,FBXL4
Gm45785,BET1L
Gm26965,ZNF720
Tk2,TK2
Seh1l,SEH1L
Icmt,ICMT
Kif2b,KIF2B
Mnt,MNT
Chrm1,CHRM1
D3Ertd254e,ZNF267
Cavin4,CAVIN4
Ttll3,TTLL3
Ttll3,ARPC4-TTLL3
Ppp2ca,PPP2CA
Pum2,PUM2
Sik2,SIK2
Piga,PIGA
Serpinb13,SERPINB13
Hdhd5,HDHD5
Prelid2,PRELID2
Hapln1,HAPLN1
Stard4,STARD4
Asb3,GPR75-ASB3
Asb3,ASB3
Mslnl,MSLNL
Abl1,ABL1
Pate4,PATE4
Fam234a,FAM234A
Gal3st3,GAL3ST3
Fut4,FUT4
Otud6b,OTUD6B
A730046J19Rik,SERTM2
Hibadh,HIBADH
Ndufs7,NDUFS7
Ptpn1,PTPN1
Ikzf2,IKZF2
Zfp729a,ZNF99
Zfp729a,ZNF91
Parp16,PARP16
Tex13b,TEX13A
Atp7a,ATP7A
Slc47a1,SLC47A1
Apoh,APOH
Dynlt3,DYNLT3
Cdc25c,CDC25C
Fam69b,FAM69B
1700006E09Rik,CFAP97D1
Lars,LARS
Spopl,SPOPL
Actrt2,ACTRT2
Smyd5,SMYD5
Ly6e,LY6E
Pycard,PYCARD
Pycard,PYDC1
Sh3bgr,SH3BGR
Dip2c,DIP2C
Susd5,SUSD5
Gm10037,ZNF720
Pdzd9,PDZD9
Tmem129,TMEM129
Cntln,CNTLN
Nlrp1a,NLRP1
Nr6a1,NR6A1
Mapk3,MAPK3
Rassf7,RASSF7
Vps50,VPS50
Srcap,SRCAP
Baiap2l1,BAIAP2L1
Tmem237,TMEM237
Hoxd12,HOXD12
Agpat2,AGPAT2
Eid1,EID1
Gm45261,CCDC195
C2cd6,C2CD6
Hist1h3h,HIST1H3A
Car4,CA4
Gpihbp1,GPIHBP1
Csn3,CSN3
Ciita,CIITA
Sugp1,SUGP1
Dpf3,DPF3
B4galnt3,B4GALNT3
Rspo2,RSPO2
Apip,APIP
Tpte,TPTE2
Gm7697,POTEB2
D630039A03Rik,C9orf152
Taf3,TAF3
Wfdc6a,WFDC6
Sdc1,SDC1
Hyls1,HYLS1
Ftl1,FTL
Dppa5a,DPPA5
Tnfaip1,TNFAIP1
Xpa,XPA
Gm6657,CCDC196
Gm9495,POTEB2
Golga2,GOLGA6L6
Kbtbd13,KBTBD13
Tgfa,TGFA
Bysl,BYSL
Cyp4f13,CYP4F11
Gys1,GYS1
Csrp3,CSRP3
Gm42421,PMS2
Rasl12,RASL12
Pate3,PATE3
Herpud1,HERPUD1
Spaca4,SPACA4
Ccl2,CCL2
Chrac1,CHRAC1
Bicd2,BICD2
Ndufa10,NDUFA10
Cnn2,CNN2
2410004P03Rik,C2orf50
Khdc1c,KHDC1
Khdc1c,KHDC1L
Cass4,CASS4
Scnn1b,SCNN1B
Rasgrp1,RASGRP1
Clstn3,CLSTN3
H13,HM13
Zfp189,ZNF189
Gcnt4,GCNT4
Cenpw,CENPW
Plxnb1,PLXNB1
Wnt1,WNT1
Mtcp1,MTCP1
Phyh,PHYH
Vrk3,VRK3
Mrps23,MRPS23
Slc25a25,SLC25A25
Ncf1,NCF1
Gm15319,POTEB2
Scml2,SCML2
Msh6,MSH6
Lrrc69,LRRC69
Hist1h4c,HIST1H4B
Gpr75,GPR75
Eif1,EIF1
Cbl,CBL
Qtrt1,QTRT1
Pcsk1,PCSK1
Rgs11,RGS11
Car12,CA12
Plac8l1,PLAC8L1
Cyp4f17,CYP4F11
Vwa8,VWA8
Ssc4d,SSC4D
Ftl1-ps1,FTL
Calm5,CALML5
Lrp4,LRP4
Odam,ODAM
Timm22,TIMM22
Ccdc172,CCDC172
Abr,ABR
Pard6a,PARD6A
Plpp5,PLPP5
Tnfrsf4,TNFRSF4
Polr1b,POLR1B
Gm38431,RAVER1
Cybb,CYBB
Atp6v1h,ATP6V1H
Kcnip1,KCNIP1
Trim38,TRIM38
Atg4a-ps,ATG4A
Dcaf4,DCAF4L2
Dcaf4,DCAF4
Rad51ap1,RAD51AP1
Dtd2,DTD2
Gpr162,GPR162
Ccl8,CCL8
Vbp1,VBP1
Irs1,IRS1
Hps1,HPS1
Gnaq,GNAQ
Flrt1,FLRT1
Ddx49,DDX49
Dapk3,DAPK3
Gpsm3,GPSM3
Bcl2l12,BCL2L12
Chd1,CHD1
Myadml2,MYADML2
Vsig4,VSIG4
Atp13a2,ATP13A2
Eif2ak2,EIF2AK2
Olfr1416,OR6B2
Olfr1416,OR6B3
Rhbdd1,RHBDD1
Serpinb3b,SERPINB4
Zscan22,ZSCAN22
Mrpl21,MRPL21
Calml3,CALML3
Commd3,COMMD3
Fchsd1,FCHSD1
Eps15l1,EPS15L1
Capsl,CAPSL
Ltv1,LTV1
Kcnq1,KCNQ1
Ccdc65,CCDC65
Dpm1,DPM1
Cdk11b,CDK11A
Ankrd23,ANKRD23
Exoc3l,EXOC3L1
Piwil4,PIWIL4
Grxcr2,GRXCR2
Emilin1,EMILIN1
4430402I18Rik,SPATA6L
Stxbp4,STXBP4
E2f4,E2F4
Map3k3,MAP3K3
Edil3,EDIL3
Fam83e,FAM83E
Fgfbp1,FGFBP1
Stat1,STAT1
Cd38,CD38
Serpinb12,SERPINB12
Stam,STAM
Ankrd6,ANKRD6
Magea10,MAGEA4
Mtfmt,MTFMT
Olfr1415,OR6B2
Olfr1415,OR6B3
Cebpb,CEBPB
Nrg3,NRG3
Ltbp4,LTBP4
Gm14698,STYX
Nup153,NUP153
Micall1,MICALL1
Eif3c,EIF3CL
Gapdhs,GAPDHS
Ccbe1,CCBE1
Ppp2r3d,PPP2R3B
Nkx2-6,NKX2-6
Ccdc153,CCDC153
Ldhb,LDHB
Alg1,ALG1
Clpx,CLPX
Tmem265,TMEM265
Ndufb10,NDUFB10
Ipo7,IPO7
Eif3e,EIF3E
Camk1,CAMK1
Gnao1,GNAO1
Serpinb3c,SERPINB4
Dsc3,DSC3
Tnpo1,TNPO1
Nrap,NRAP
Esf1,ESF1
Grik2,GRIK2
Otos,OTOS
Kif9,KIF9
Bhlhe41,BHLHE41
Pms2,PMS2
Casp1,CASP1
Hormad2,HORMAD2
Smlr1,SMLR1
Gm5136,BRCC3
Prrg1,PRRG1
Itgad,ITGAD
Gm15262,BEND2
Tmem211,TMEM211
Setd5,SETD5
Ccdc25,CCDC25
Fdx1l,FDX2
Esd,ESD
Catsper1,CATSPER1
Wscd1,WSCD1
Hoxd13,HOXD13
Cap2,CAP2
Rnf40,RNF40
Ifih1,IFIH1
Fzd8,FZD8
Dexi,DEXI
Plppr1,PLPPR1
Znhit3,ZNHIT3
Gjd4,GJD4
Klhl3,KLHL3
Art1,ART1
Srpx,SRPX
Adam17,ADAM17
Arf3,ARF3
Rrm2b,RRM2B
Naif1,NAIF1
Irf3,IRF3
Pus3,PUS3
Ttl,TTL
Gnal,GNAL
Rnps1,RNPS1
Col4a3bp,COL4A3BP
Pgam1,PGAM1
Tmem52b,TMEM52B
Ehf,EHF
Cplx4,CPLX4
Hsbp1,HSBP1
Magt1,MAGT1
Hoxd11,HOXD11
Pomk,POMK
Zfp729b,ZNF99
Zfp729b,ZNF91
Eef2kmt,EEF2KMT
Mosmo,MOSMO
Cyth1,CYTH1
Ube2a,UBE2A
Large2,LARGE2
Itga2,ITGA2
Fap,FAP
Zfp286,ZNF286A
Cecr2,CECR2
Cramp1l,CRAMP1
Ankrd54,ANKRD54
Coq3,COQ3
Carmil2,CARMIL2
Ints13,INTS13
Srd5a1,SRD5A1
Gdpd2,GDPD2
Xylt1,XYLT1
Egflam,EGFLAM
Otub1,OTUB1
Kctd16,KCTD16
Asic4,ASIC4
Pnliprp1,PNLIPRP1
Il1rapl2,IL1RAPL2
Csk,CSK
Tmem86b,TMEM86B
Magea3,MAGEA4
Txndc8,TXNDC8
Casp4,CASP4
Casp4,CASP5
Ccl1,CCL1
Ephx3,EPHX3
Nyap2,NYAP2
Cul9,CUL9
Vpreb2,VPREB1
Esx1,ESX1
Izumo4,IZUMO4
Amtn,AMTN
Vsx1,VSX1
Zfp41,ZFP41
Ppp4r3a,PPP4R3A
Eif3a,EIF3A
Insr,INSR
Cdadc1,CDADC1
Fam8a1,FAM8A1
Dock9,DOCK9
Naa40,NAA40
Cbarp,CBARP
Ctsb,CTSB
Pmaip1,PMAIP1
Cdca3,CDCA3
Mat2b,MAT2B
Smim11,SMIM11B
Cacul1,CACUL1
Zfp507,ZNF507
Tmem200a,TMEM200A
Thsd7b,THSD7B
Catsperb,CATSPERB
Fate1,FATE1
Asb9,ASB9
Ddhd2,DDHD2
Ankrd12,ANKRD12
Luzp2,LUZP2
Chrna10,CHRNA10
Incenp,INCENP
Gpc1,GPC1
Rbm11,RBM11
H2bfm,H2BFWT
H2bfm,H2BFM
Tenm2,TENM2
Abcb1a,ABCB1
Cend1,CEND1
Pik3c3,PIK3C3
Fam13b,FAM13B
Bicc1,BICC1
Icam5,ICAM5
Eif5a,EIF5A
Hrh3,HRH3
Rnf207,RNF207
Myo19,MYO19
Med14,MED14
Ppp1r32,PPP1R32
Cmbl,CMBL
Styx,STYX
Abcb4,ABCB4
Calm4,CALML5
Dnajc1,DNAJC1
Ndufv2,NDUFV2
Serpinb3d,SERPINB4
Lif,LIF
Hccs,HCCS
Vpreb1,VPREB1
Foxa3,FOXA3
Tex13a,TEX13A
Krt27,KRT27
Nsun2,NSUN2
Rai2,RAI2
Cast,CAST
Otc,OTC
Rbbp6,RBBP6
Ccl7,CCL7
Mss51,MSS51
Igfl3,IGFL3
Sssca1,SSSCA1
Camk4,CAMK4
Oprm1,OPRM1
Wsb1,WSB1
Slc26a7,SLC26A7
Dbp,DBP
Ppard,PPARD
Olfr63,OR10H3
Ccnd3,CCND3
Ppp1r10,PPP1R10
C4b,C4B
Flii,FLII
Rragd,RRAGD
Cox7b,COX7B
Il2ra,IL2RA
Sfxn3,SFXN3
Nkx3-1,NKX3-1
Lman1l,LMAN1L
Hypm,HYPM
Supt5,SUPT5H
Nhlrc4,NHLRC4
Pdzd7,PDZD7
Lims1,LIMS1
Serpinb5,SERPINB5
Sh3rf2,SH3RF2
Usp51,USP51
Pkd2l2,PKD2L2
Kcnmb1,KCNMB1
Brd4,BRD4
Spryd7,SPRYD7
Gm37797,MARCOL
Srsf1,SRSF1
Zfand1,ZFAND1
Gsap,GSAP
Fam162b,FAM162B
Lrit1,LRIT1
Taf1c,TAF1C
Pprc1,PPRC1
Prdx3,PRDX3
Cmtm2a,CMTM2
Rara,RARA
Il3ra,IL3RA
Bmper,BMPER
Kat6a,KAT6A
Zmat1,ZMAT1
Daam2,DAAM2
Ier5l,IER5L
Ankrd27,ANKRD27
Tlcd1,TLCD1
C8g,C8G
Hspb2,HSPB2-C11orf52
Hspb2,HSPB2
Gm21119,POTEB3
Gm21119,POTEA
Gm21119,POTEB
Gm21119,POTEF
Phf11c,PHF11
Ttc39c,TTC39C
Ppif,PPIF
Fkbp10,FKBP10
Frmd4a,FRMD4A
Zfp9,ZNF25
Eif4e1b,EIF4E1B
Helz,HELZ
Ralgapb,RALGAPB
Slc14a2,SLC14A2
Nhlrc2,NHLRC2
Wfdc9,WFDC9
Sar1b,SAR1B
Olfr713,OR10A2
Olfr713,OR10A5
Tyms,TYMS
Sarm1,SARM1
Lmbrd1,LMBRD1
Myt1,MYT1
Sox10,SOX10
Lipc,LIPC
Zfp207,ZNF207
Crlf2,CRLF2
Hist1h4d,HIST1H4E
Msl3,MSL3
Gpr174,GPR174
Tmem156,TMEM156
Pimreg,PIMREG
Tmem159,TMEM159
Tcf23,TCF23
Numbl,NUMBL
Madcam1,MADCAM1
Aspscr1,ASPSCR1
Gm11562,KRTAP2-1
Gm11562,KRTAP2-2
Gm11562,KRTAP2-3
Gm11562,KRTAP2-4
Arrdc1,ARRDC1
Vax1,VAX1
Cbwd1,CBWD6
Arhgap32,ARHGAP32
Defb47,DEFB130B
Igf2bp3,IGF2BP3
Nefm,NEFM
Ang4,ANG
Tmem198,TMEM198
Phldb3,PHLDB3
Spata33,SPATA33
Fsd1l,FSD1L
Gm6741,NANP
Coro1a,CORO1A
Tmem220,TMEM220
Mtmr12,MTMR12
Defb42,DEFB136
Cdhr1,CDHR1
Rnf151,RNF151
Rsph14,RSPH14
Hace1,HACE1
Rnf43,RNF43
Igkv5-45,IGKV6-21
Igkv5-45,IGKV6D-21
Igkv5-45,IGKV6D-41
Tecr,TECR
Gm11937,KRTAP2-1
Gm11937,KRTAP2-2
Gm11937,KRTAP2-3
Gm11937,KRTAP2-4
Pdcd5,PDCD5
Taf1,TAF1L
Larp4b,LARP4B
Nfkbid,NFKBID
Mrpl17,MRPL17
Igdcc4,IGDCC4
Phka2,PHKA2
Ear10,RNASE3
Ear10,RNASE2
Brsk1,BRSK1
Piezo1,PIEZO1
Slc7a7,SLC7A7
Fmn1,FMN1
Hpse2,HPSE2
Sco1,SCO1
Pcbp1,PCBP1
Nlrp14,NLRP14
Emc2,EMC2
Kcna6,KCNA6
Cog5,COG5
Btrc,BTRC
Cct6b,CCT6B
1700080O16Rik,MAGEA3
1700080O16Rik,MAGEA2B
1700080O16Rik,MAGEA12
1700080O16Rik,MAGEA6
1700080O16Rik,MAGEA2
Ocel1,OCEL1
Elovl2,ELOVL2
Cln3,CLN3
Mrps34,MRPS34
Ighv3-4,IGHV4OR15-8
Fam114a1,FAM114A1
Zfp160,ZNF160
Colec12,COLEC12
Rapgef1,RAPGEF1
Btnl2,BTNL2
Ntsr2,NTSR2
Tpx2,TPX2
Igkv9-129,IGKV1-5
Igkv9-129,IGKV1-9
Igkv9-129,IGKV1-12
Igkv9-129,IGKV1-16
Igkv9-129,IGKV1-17
Igkv9-129,IGKV1-27
Igkv9-129,IGKV1-33
Igkv9-129,IGKV1-37
Igkv9-129,IGKV1-39
Igkv9-129,IGKV1D-39
Igkv9-129,IGKV1D-37
Igkv9-129,IGKV1D-33
Igkv9-129,IGKV1D-16
Igkv9-129,IGKV1D-17
Igkv9-129,IGKV1D-13
Igkv9-129,IGKV1D-12
Igkv9-129,IGKV1D-43
Gm8909,HLA-B
Gm8909,HLA-C
Olfr463,OR4D2
Gins1,GINS1
Foxn2,FOXN2
Wfdc3,WFDC3
March11,MARCH11
Casp8ap2,CASP8AP2
Hoxd4,HOXD4
Fbxl7,FBXL7
Dock8,DOCK8
Gm49380,RNF26
Lvrn,LVRN
Capn10,CAPN10
Pitpnc1,PITPNC1
Ndufaf7,NDUFAF7
Nav2,NAV2
Neurl3,NEURL3
Spin2d,SPIN2B
Spin2d,SPIN2A
Ttc30b,TTC30B
Krt31,KRT33A
Krt31,KRT33B
Krt31,KRT34
Krt31,KRT31
Serpinb2,SERPINB2
Polr3e,POLR3E
Nlrp6,NLRP6
Ntmt1,NTMT1
Tmem150b,TMEM150B
Spdye4b,SPDYE16
Hist1h3g,HIST1H3I
Slc22a7,SLC22A7
2310030G06Rik,C11orf52
Msl1,MSL1
Slitrk5,SLITRK5
Jchain,JCHAIN
Fbxo38,FBXO38
Kidins220,KIDINS220
Rmi2,RMI2
Rit2,RIT2
Zfp318,ZNF318
Serpinb7,SERPINB7
Lin7b,LIN7B
Padi3,PADI3
Prpf18,PRPF18
Gpr151,GPR151
Mfsd12,MFSD12
Dnajb1,DNAJB1
Fam71d,FAM71D
Abhd12,ABHD12
Cdc23,CDC23
Figla,FIGLA
Cfap53,CFAP53
Ttbk1,TTBK1
Ppp2r2b,PPP2R2B
Bmi1,COMMD3-BMI1
Bmi1,BMI1
Ppp1r3g,PPP1R3G
Slc22a29,SLC22A25
Slc22a29,SLC22A9
Krtap1-5,KRTAP1-5
Krtap1-5,KRTAP1-4
Krtap1-5,KRTAP1-3
Krtap1-5,KRTAP1-1
Med27,MED27
Ankrd36,POTEB3
Ankrd36,POTEA
Ankrd36,POTEB
Ankrd36,POTEF
Npc1l1,NPC1L1
Spry2,SPRY2
Rnf152,RNF152
Padi1,PADI1
Cmtm2b,CMTM2
Scn10a,SCN10A
Magea8,MAGEA3
Magea8,MAGEA2B
Magea8,MAGEA12
Magea8,MAGEA6
Magea8,MAGEA2
Dsg4,DSG4
H2-Q4,HLA-B
H2-Q4,HLA-C
Susd3,SUSD3
Jade2,JADE2
Ntng2,NTNG2
Poc1a,POC1A
Psat1,PSAT1
Tmem238l,TMEM238L
Tmem246,TMEM246
H2afb1,H2AFB2
H2afb1,H2AFB3
Psme4,PSME4
Calr3,CALR3
Ldha,LDHA
Slc46a1,SLC46A1
Bcat2,BCAT2
Tle4,TLE4
Gnaz,GNAZ
Ubr5,UBR5
Tmsb15b1,TMSB15A
Kdm4d,KDM4D
Kdm4d,KDM4E
Kdm4d,KDM4F
Fibp,FIBP
Car8,CA8
Tbc1d10a,TBC1D10A
Llgl1,LLGL1
